hlpi_name,series_ref,date,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
All households,HPIQ.SALL103,2016/4,2016Q2,allhh,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Beneficiary,HPIQ.SBEN103,2016/4,2016Q2,benef,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Income quintile 1 (low),HPIQ.SIQ1103,2016/4,2016Q2,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Income quintile 2,HPIQ.SIQ2103,2016/4,2016Q2,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,1069,0,3
Income quintile 3,HPIQ.SIQ3103,2016/4,2016Q2,disq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Income quintile 4,HPIQ.SIQ4103,2016/4,2016Q2,disq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,1067,0,2.8
Income quintile 5 (high),HPIQ.SIQ5103,2016/4,2016Q2,disq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 1 (low),HPIQ.SEQ1103,2016/4,2016Q2,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 2,HPIQ.SEQ2103,2016/4,2016Q2,expq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 3,HPIQ.SEQ3103,2016/4,2016Q2,expq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,1069,0,3
Expenditure quintile 4,HPIQ.SEQ4103,2016/4,2016Q2,expq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 5 (high),HPIQ.SEQ5103,2016/4,2016Q2,expq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,1069,0,3
M\u0101ori,HPIQ.SMAO103,2016/4,2016Q2,maori,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Superannuitant,HPIQ.SSUP103,2016/4,2016Q2,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,1064,0,2.6
All households,HPIQ.SALL104,2016/4,2016Q2,allhh,10.4,Other educational fees,Other education,subgroup,1040,0,2.1
Beneficiary,HPIQ.SBEN104,2016/4,2016Q2,benef,10.4,Other educational fees,Other education,subgroup,1038,0,1.6
Income quintile 1 (low),HPIQ.SIQ1104,2016/4,2016Q2,disq1,10.4,Other educational fees,Other education,subgroup,1041,0,1.9
Income quintile 2,HPIQ.SIQ2104,2016/4,2016Q2,disq2,10.4,Other educational fees,Other education,subgroup,1037,0,1.7
Income quintile 3,HPIQ.SIQ3104,2016/4,2016Q2,disq3,10.4,Other educational fees,Other education,subgroup,1035,0,1.9
Income quintile 4,HPIQ.SIQ4104,2016/4,2016Q2,disq4,10.4,Other educational fees,Other education,subgroup,1041,0,2.2
Income quintile 5 (high),HPIQ.SIQ5104,2016/4,2016Q2,disq5,10.4,Other educational fees,Other education,subgroup,1044,0,2.7
Expenditure quintile 1 (low),HPIQ.SEQ1104,2016/4,2016Q2,expq1,10.4,Other educational fees,Other education,subgroup,1038,0,1.6
Expenditure quintile 2,HPIQ.SEQ2104,2016/4,2016Q2,expq2,10.4,Other educational fees,Other education,subgroup,1037,0,1.7
Expenditure quintile 3,HPIQ.SEQ3104,2016/4,2016Q2,expq3,10.4,Other educational fees,Other education,subgroup,1035,0,2
Expenditure quintile 4,HPIQ.SEQ4104,2016/4,2016Q2,expq4,10.4,Other educational fees,Other education,subgroup,1044,0,2.5
Expenditure quintile 5 (high),HPIQ.SEQ5104,2016/4,2016Q2,expq5,10.4,Other educational fees,Other education,subgroup,1045,0,2.7
M\u0101ori,HPIQ.SMAO104,2016/4,2016Q2,maori,10.4,Other educational fees,Other education,subgroup,1026,0,0.3
Superannuitant,HPIQ.SSUP104,2016/4,2016Q2,super,10.4,Other educational fees,Other education,subgroup,1031,0,1.4
All households,HPIQ.SALL11,2016/4,2016Q2,allhh,11,Miscellaneous goods and services,Miscellaneous,group,1027,0.5,1.3
Beneficiary,HPIQ.SBEN11,2016/4,2016Q2,benef,11,Miscellaneous goods and services,Miscellaneous,group,1012,0.1,0.1
Income quintile 1 (low),HPIQ.SIQ111,2016/4,2016Q2,disq1,11,Miscellaneous goods and services,Miscellaneous,group,1023,0.2,0.9
Income quintile 2,HPIQ.SIQ211,2016/4,2016Q2,disq2,11,Miscellaneous goods and services,Miscellaneous,group,1020,0.2,0.8
Income quintile 3,HPIQ.SIQ311,2016/4,2016Q2,disq3,11,Miscellaneous goods and services,Miscellaneous,group,1021,0.4,0.9
Income quintile 4,HPIQ.SIQ411,2016/4,2016Q2,disq4,11,Miscellaneous goods and services,Miscellaneous,group,1031,0.6,1.6
Income quintile 5 (high),HPIQ.SIQ511,2016/4,2016Q2,disq5,11,Miscellaneous goods and services,Miscellaneous,group,1035,0.6,1.7
Expenditure quintile 1 (low),HPIQ.SEQ111,2016/4,2016Q2,expq1,11,Miscellaneous goods and services,Miscellaneous,group,1021,0.2,0.8
Expenditure quintile 2,HPIQ.SEQ211,2016/4,2016Q2,expq2,11,Miscellaneous goods and services,Miscellaneous,group,1019,0.2,0.8
Expenditure quintile 3,HPIQ.SEQ311,2016/4,2016Q2,expq3,11,Miscellaneous goods and services,Miscellaneous,group,1026,0.5,1.2
Expenditure quintile 4,HPIQ.SEQ411,2016/4,2016Q2,expq4,11,Miscellaneous goods and services,Miscellaneous,group,1031,0.7,1.5
Expenditure quintile 5 (high),HPIQ.SEQ511,2016/4,2016Q2,expq5,11,Miscellaneous goods and services,Miscellaneous,group,1036,0.6,1.9
M\u0101ori,HPIQ.SMAO11,2016/4,2016Q2,maori,11,Miscellaneous goods and services,Miscellaneous,group,1013,0.2,0.3
Superannuitant,HPIQ.SSUP11,2016/4,2016Q2,super,11,Miscellaneous goods and services,Miscellaneous,group,1041,0.8,2.1
All households,HPIQ.SALL111,2016/4,2016Q2,allhh,11.1,Personal care,Personal care,subgroup,997,-0.2,-0.8
Beneficiary,HPIQ.SBEN111,2016/4,2016Q2,benef,11.1,Personal care,Personal care,subgroup,966,-0.8,-3.6
Income quintile 1 (low),HPIQ.SIQ1111,2016/4,2016Q2,disq1,11.1,Personal care,Personal care,subgroup,987,-0.7,-1.6
Income quintile 2,HPIQ.SIQ2111,2016/4,2016Q2,disq2,11.1,Personal care,Personal care,subgroup,994,-0.3,-1.1
Income quintile 3,HPIQ.SIQ3111,2016/4,2016Q2,disq3,11.1,Personal care,Personal care,subgroup,997,-0.1,-0.9
Income quintile 4,HPIQ.SIQ4111,2016/4,2016Q2,disq4,11.1,Personal care,Personal care,subgroup,1003,0,-0.4
Income quintile 5 (high),HPIQ.SIQ5111,2016/4,2016Q2,disq5,11.1,Personal care,Personal care,subgroup,1007,-0.3,0.1
Expenditure quintile 1 (low),HPIQ.SEQ1111,2016/4,2016Q2,expq1,11.1,Personal care,Personal care,subgroup,986,-0.6,-1.6
Expenditure quintile 2,HPIQ.SEQ2111,2016/4,2016Q2,expq2,11.1,Personal care,Personal care,subgroup,997,-0.4,-0.8
Expenditure quintile 3,HPIQ.SEQ3111,2016/4,2016Q2,expq3,11.1,Personal care,Personal care,subgroup,998,0.1,-0.9
Expenditure quintile 4,HPIQ.SEQ4111,2016/4,2016Q2,expq4,11.1,Personal care,Personal care,subgroup,1001,0,-0.5
Expenditure quintile 5 (high),HPIQ.SEQ5111,2016/4,2016Q2,expq5,11.1,Personal care,Personal care,subgroup,1007,-0.3,0
M\u0101ori,HPIQ.SMAO111,2016/4,2016Q2,maori,11.1,Personal care,Personal care,subgroup,973,-0.6,-2.5
Superannuitant,HPIQ.SSUP111,2016/4,2016Q2,super,11.1,Personal care,Personal care,subgroup,1010,0.1,0.3
All households,HPIQ.SALL113,2016/4,2016Q2,allhh,11.3,Personal effects,Personal effects,subgroup,992,-1.1,0.1
Beneficiary,HPIQ.SBEN113,2016/4,2016Q2,benef,11.3,Personal effects,Personal effects,subgroup,1015,0.2,1.6
Income quintile 1 (low),HPIQ.SIQ1113,2016/4,2016Q2,disq1,11.3,Personal effects,Personal effects,subgroup,1028,0.5,2.3
Income quintile 2,HPIQ.SIQ2113,2016/4,2016Q2,disq2,11.3,Personal effects,Personal effects,subgroup,980,-1.7,-1
Income quintile 3,HPIQ.SIQ3113,2016/4,2016Q2,disq3,11.3,Personal effects,Personal effects,subgroup,991,-1.3,0.1
Income quintile 4,HPIQ.SIQ4113,2016/4,2016Q2,disq4,11.3,Personal effects,Personal effects,subgroup,1005,-0.4,1.2
Income quintile 5 (high),HPIQ.SIQ5113,2016/4,2016Q2,disq5,11.3,Personal effects,Personal effects,subgroup,987,-1.1,0.4
Expenditure quintile 1 (low),HPIQ.SEQ1113,2016/4,2016Q2,expq1,11.3,Personal effects,Personal effects,subgroup,994,-1.2,-0.5
Expenditure quintile 2,HPIQ.SEQ2113,2016/4,2016Q2,expq2,11.3,Personal effects,Personal effects,subgroup,988,-1.5,-0.6
Expenditure quintile 3,HPIQ.SEQ3113,2016/4,2016Q2,expq3,11.3,Personal effects,Personal effects,subgroup,994,-1.1,0.5
Expenditure quintile 4,HPIQ.SEQ4113,2016/4,2016Q2,expq4,11.3,Personal effects,Personal effects,subgroup,1000,-0.6,0.6
Expenditure quintile 5 (high),HPIQ.SEQ5113,2016/4,2016Q2,expq5,11.3,Personal effects,Personal effects,subgroup,987,-1.1,0.4
M\u0101ori,HPIQ.SMAO113,2016/4,2016Q2,maori,11.3,Personal effects,Personal effects,subgroup,1036,0,2.9
Superannuitant,HPIQ.SSUP113,2016/4,2016Q2,super,11.3,Personal effects,Personal effects,subgroup,979,-2,-0.7
All households,HPIQ.SALL114,2016/4,2016Q2,allhh,11.4,Insurance,Insurance,subgroup,1039,0.8,2
Beneficiary,HPIQ.SBEN114,2016/4,2016Q2,benef,11.4,Insurance,Insurance,subgroup,1022,0.3,1.2
Income quintile 1 (low),HPIQ.SIQ1114,2016/4,2016Q2,disq1,11.4,Insurance,Insurance,subgroup,1031,0.4,1.6
Income quintile 2,HPIQ.SIQ2114,2016/4,2016Q2,disq2,11.4,Insurance,Insurance,subgroup,1032,0.5,1.6
Income quintile 3,HPIQ.SIQ3114,2016/4,2016Q2,disq3,11.4,Insurance,Insurance,subgroup,1033,0.6,1.7
Income quintile 4,HPIQ.SIQ4114,2016/4,2016Q2,disq4,11.4,Insurance,Insurance,subgroup,1043,0.9,2.2
Income quintile 5 (high),HPIQ.SIQ5114,2016/4,2016Q2,disq5,11.4,Insurance,Insurance,subgroup,1049,1,2.4
Expenditure quintile 1 (low),HPIQ.SEQ1114,2016/4,2016Q2,expq1,11.4,Insurance,Insurance,subgroup,1031,0.4,1.5
Expenditure quintile 2,HPIQ.SEQ2114,2016/4,2016Q2,expq2,11.4,Insurance,Insurance,subgroup,1032,0.6,1.7
Expenditure quintile 3,HPIQ.SEQ3114,2016/4,2016Q2,expq3,11.4,Insurance,Insurance,subgroup,1037,0.7,2
Expenditure quintile 4,HPIQ.SEQ4114,2016/4,2016Q2,expq4,11.4,Insurance,Insurance,subgroup,1044,0.9,2.3
Expenditure quintile 5 (high),HPIQ.SEQ5114,2016/4,2016Q2,expq5,11.4,Insurance,Insurance,subgroup,1048,1,2.4
M\u0101ori,HPIQ.SMAO114,2016/4,2016Q2,maori,11.4,Insurance,Insurance,subgroup,1030,0.4,1.6
Superannuitant,HPIQ.SSUP114,2016/4,2016Q2,super,11.4,Insurance,Insurance,subgroup,1046,0.9,2.2
All households,HPIQ.SALL115,2016/4,2016Q2,allhh,11.5,Credit services,Credit services,subgroup,988,0.1,-0.3
Beneficiary,HPIQ.SBEN115,2016/4,2016Q2,benef,11.5,Credit services,Credit services,subgroup,973,0.1,-0.5
Income quintile 1 (low),HPIQ.SIQ1115,2016/4,2016Q2,disq1,11.5,Credit services,Credit services,subgroup,975,0.1,-0.4
Income quintile 2,HPIQ.SIQ2115,2016/4,2016Q2,disq2,11.5,Credit services,Credit services,subgroup,988,0.1,-0.3
Income quintile 3,HPIQ.SIQ3115,2016/4,2016Q2,disq3,11.5,Credit services,Credit services,subgroup,991,0,-0.3
Income quintile 4,HPIQ.SIQ4115,2016/4,2016Q2,disq4,11.5,Credit services,Credit services,subgroup,993,0,-0.3
Income quintile 5 (high),HPIQ.SIQ5115,2016/4,2016Q2,disq5,11.5,Credit services,Credit services,subgroup,991,0.1,-0.3
Expenditure quintile 1 (low),HPIQ.SEQ1115,2016/4,2016Q2,expq1,11.5,Credit services,Credit services,subgroup,974,0.1,-0.3
Expenditure quintile 2,HPIQ.SEQ2115,2016/4,2016Q2,expq2,11.5,Credit services,Credit services,subgroup,993,0,-0.4
Expenditure quintile 3,HPIQ.SEQ3115,2016/4,2016Q2,expq3,11.5,Credit services,Credit services,subgroup,993,0.1,-0.3
Expenditure quintile 4,HPIQ.SEQ4115,2016/4,2016Q2,expq4,11.5,Credit services,Credit services,subgroup,991,0.1,-0.2
Expenditure quintile 5 (high),HPIQ.SEQ5115,2016/4,2016Q2,expq5,11.5,Credit services,Credit services,subgroup,991,0,-0.4
M\u0101ori,HPIQ.SMAO115,2016/4,2016Q2,maori,11.5,Credit services,Credit services,subgroup,996,0.1,-0.3
Superannuitant,HPIQ.SSUP115,2016/4,2016Q2,super,11.5,Credit services,Credit services,subgroup,976,0.1,-0.2
All households,HPIQ.SALL116,2016/4,2016Q2,allhh,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1054,1,2.3
Beneficiary,HPIQ.SBEN116,2016/4,2016Q2,benef,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1091,1.2,4
Income quintile 1 (low),HPIQ.SIQ1116,2016/4,2016Q2,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1097,1.3,4.7
Income quintile 2,HPIQ.SIQ2116,2016/4,2016Q2,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1051,1.1,1.6
Income quintile 3,HPIQ.SIQ3116,2016/4,2016Q2,disq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1019,0.7,0
Income quintile 4,HPIQ.SIQ4116,2016/4,2016Q2,disq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1051,0.9,2.8
Income quintile 5 (high),HPIQ.SIQ5116,2016/4,2016Q2,disq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1050,1,2
Expenditure quintile 1 (low),HPIQ.SEQ1116,2016/4,2016Q2,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1088,1.1,3.5
Expenditure quintile 2,HPIQ.SEQ2116,2016/4,2016Q2,expq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1020,0.7,0.2
Expenditure quintile 3,HPIQ.SEQ3116,2016/4,2016Q2,expq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1051,1.1,2.4
Expenditure quintile 4,HPIQ.SEQ4116,2016/4,2016Q2,expq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1038,0.9,1.2
Expenditure quintile 5 (high),HPIQ.SEQ5116,2016/4,2016Q2,expq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1069,1.1,3.7
M\u0101ori,HPIQ.SMAO116,2016/4,2016Q2,maori,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1021,0.7,-0.5
Superannuitant,HPIQ.SSUP116,2016/4,2016Q2,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1107,1.5,5.3
All households,HPIQ.SALL13,2016/4,2016Q2,allhh,13,Other expenditure,Interest,group,1096,-0.4,-1.9
Beneficiary,HPIQ.SBEN13,2016/4,2016Q2,benef,13,Other expenditure,Interest,group,1072,-0.4,-2.1
Income quintile 1 (low),HPIQ.SIQ113,2016/4,2016Q2,disq1,13,Other expenditure,Interest,group,1079,-0.4,-2.1
Income quintile 2,HPIQ.SIQ213,2016/4,2016Q2,disq2,13,Other expenditure,Interest,group,1086,-0.4,-2.1
Income quintile 3,HPIQ.SIQ313,2016/4,2016Q2,disq3,13,Other expenditure,Interest,group,1090,-0.5,-2.2
Income quintile 4,HPIQ.SIQ413,2016/4,2016Q2,disq4,13,Other expenditure,Interest,group,1102,-0.3,-1.6
Income quintile 5 (high),HPIQ.SIQ513,2016/4,2016Q2,disq5,13,Other expenditure,Interest,group,1110,-0.3,-1.5
Expenditure quintile 1 (low),HPIQ.SEQ113,2016/4,2016Q2,expq1,13,Other expenditure,Interest,group,1057,-0.6,-2.7
Expenditure quintile 2,HPIQ.SEQ213,2016/4,2016Q2,expq2,13,Other expenditure,Interest,group,1088,-0.3,-1.9
Expenditure quintile 3,HPIQ.SEQ313,2016/4,2016Q2,expq3,13,Other expenditure,Interest,group,1082,-0.5,-2.4
Expenditure quintile 4,HPIQ.SEQ413,2016/4,2016Q2,expq4,13,Other expenditure,Interest,group,1101,-0.3,-1.7
Expenditure quintile 5 (high),HPIQ.SEQ513,2016/4,2016Q2,expq5,13,Other expenditure,Interest,group,1113,-0.3,-1.5
M\u0101ori,HPIQ.SMAO13,2016/4,2016Q2,maori,13,Other expenditure,Interest,group,1064,-0.7,-3
Superannuitant,HPIQ.SSUP13,2016/4,2016Q2,super,13,Other expenditure,Interest,group,1065,-0.4,-1.9
All households,HPIQ.SALL131,2016/4,2016Q2,allhh,13.1,Interest payments,Interest,subgroup,1096,-0.4,-1.9
Beneficiary,HPIQ.SBEN131,2016/4,2016Q2,benef,13.1,Interest payments,Interest,subgroup,1072,-0.4,-2.1
Income quintile 1 (low),HPIQ.SIQ1131,2016/4,2016Q2,disq1,13.1,Interest payments,Interest,subgroup,1079,-0.4,-2.1
Income quintile 2,HPIQ.SIQ2131,2016/4,2016Q2,disq2,13.1,Interest payments,Interest,subgroup,1086,-0.4,-2.1
Income quintile 3,HPIQ.SIQ3131,2016/4,2016Q2,disq3,13.1,Interest payments,Interest,subgroup,1090,-0.5,-2.2
Income quintile 4,HPIQ.SIQ4131,2016/4,2016Q2,disq4,13.1,Interest payments,Interest,subgroup,1102,-0.3,-1.6
Income quintile 5 (high),HPIQ.SIQ5131,2016/4,2016Q2,disq5,13.1,Interest payments,Interest,subgroup,1110,-0.3,-1.5
Expenditure quintile 1 (low),HPIQ.SEQ1131,2016/4,2016Q2,expq1,13.1,Interest payments,Interest,subgroup,1057,-0.6,-2.7
Expenditure quintile 2,HPIQ.SEQ2131,2016/4,2016Q2,expq2,13.1,Interest payments,Interest,subgroup,1088,-0.3,-1.9
Expenditure quintile 3,HPIQ.SEQ3131,2016/4,2016Q2,expq3,13.1,Interest payments,Interest,subgroup,1082,-0.5,-2.4
Expenditure quintile 4,HPIQ.SEQ4131,2016/4,2016Q2,expq4,13.1,Interest payments,Interest,subgroup,1101,-0.3,-1.7
Expenditure quintile 5 (high),HPIQ.SEQ5131,2016/4,2016Q2,expq5,13.1,Interest payments,Interest,subgroup,1113,-0.3,-1.5
M\u0101ori,HPIQ.SMAO131,2016/4,2016Q2,maori,13.1,Interest payments,Interest,subgroup,1064,-0.7,-3
Superannuitant,HPIQ.SSUP131,2016/4,2016Q2,super,13.1,Interest payments,Interest,subgroup,1065,-0.4,-1.9
All households,HPIQ.SALLA,2016/4,2016Q2,allhh,A,All Groups,All groups,All groups,1011,0.4,0.1
Beneficiary,HPIQ.SBENA,2016/4,2016Q2,benef,A,All Groups,All groups,All groups,1018,0.5,0.6
Income quintile 1 (low),HPIQ.SIQ1A,2016/4,2016Q2,disq1,A,All Groups,All groups,All groups,1011,0.4,0.2
Income quintile 2,HPIQ.SIQ2A,2016/4,2016Q2,disq2,A,All Groups,All groups,All groups,1011,0.4,0.2
Income quintile 3,HPIQ.SIQ3A,2016/4,2016Q2,disq3,A,All Groups,All groups,All groups,1009,0.4,-0.1
Income quintile 4,HPIQ.SIQ4A,2016/4,2016Q2,disq4,A,All Groups,All groups,All groups,1012,0.3,0
Income quintile 5 (high),HPIQ.SIQ5A,2016/4,2016Q2,disq5,A,All Groups,All groups,All groups,1010,0.3,0
Expenditure quintile 1 (low),HPIQ.SEQ1A,2016/4,2016Q2,expq1,A,All Groups,All groups,All groups,1012,0.5,0.3
Expenditure quintile 2,HPIQ.SEQ2A,2016/4,2016Q2,expq2,A,All Groups,All groups,All groups,1011,0.5,0.2
Expenditure quintile 3,HPIQ.SEQ3A,2016/4,2016Q2,expq3,A,All Groups,All groups,All groups,1007,0.3,-0.1
Expenditure quintile 4,HPIQ.SEQ4A,2016/4,2016Q2,expq4,A,All Groups,All groups,All groups,1011,0.2,0
Expenditure quintile 5 (high),HPIQ.SEQ5A,2016/4,2016Q2,expq5,A,All Groups,All groups,All groups,1011,0.2,-0.2
M\u0101ori,HPIQ.SMAOA,2016/4,2016Q2,maori,A,All Groups,All groups,All groups,1012,0.4,0.2
Superannuitant,HPIQ.SSUPA,2016/4,2016Q2,super,A,All Groups,All groups,All groups,1009,0.5,0.3
All households,HPIQ.SALL01,2016/7,2016Q3,allhh,1,Food,Food,group,1005,0.5,-0.3
Beneficiary,HPIQ.SBEN01,2016/7,2016Q3,benef,1,Food,Food,group,994,0.4,-0.6
Income quintile 1 (low),HPIQ.SIQ101,2016/7,2016Q3,disq1,1,Food,Food,group,996,0.3,-0.6
Income quintile 2,HPIQ.SIQ201,2016/7,2016Q3,disq2,1,Food,Food,group,1002,0.5,-0.3
Income quintile 3,HPIQ.SIQ301,2016/7,2016Q3,disq3,1,Food,Food,group,1006,0.5,-0.3
Income quintile 4,HPIQ.SIQ401,2016/7,2016Q3,disq4,1,Food,Food,group,1007,0.4,-0.3
Income quintile 5 (high),HPIQ.SIQ501,2016/7,2016Q3,disq5,1,Food,Food,group,1013,0.6,-0.1
Expenditure quintile 1 (low),HPIQ.SEQ101,2016/7,2016Q3,expq1,1,Food,Food,group,997,0.5,-0.5
Expenditure quintile 2,HPIQ.SEQ201,2016/7,2016Q3,expq2,1,Food,Food,group,1002,0.4,-0.4
Expenditure quintile 3,HPIQ.SEQ301,2016/7,2016Q3,expq3,1,Food,Food,group,1004,0.5,-0.4
Expenditure quintile 4,HPIQ.SEQ401,2016/7,2016Q3,expq4,1,Food,Food,group,1010,0.3,-0.2
Expenditure quintile 5 (high),HPIQ.SEQ501,2016/7,2016Q3,expq5,1,Food,Food,group,1011,0.6,-0.2
M\u0101ori,HPIQ.SMAO01,2016/7,2016Q3,maori,1,Food,Food,group,1003,0.6,-0.2
Superannuitant,HPIQ.SSUP01,2016/7,2016Q3,super,1,Food,Food,group,1003,0.5,-0.4
All households,HPIQ.SALL011,2016/7,2016Q3,allhh,1.1,Fruit and vegetables,Fruit & veg,subgroup,1120,4.3,0.8
Beneficiary,HPIQ.SBEN011,2016/7,2016Q3,benef,1.1,Fruit and vegetables,Fruit & veg,subgroup,1128,3.3,1.1
Income quintile 1 (low),HPIQ.SIQ1011,2016/7,2016Q3,disq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1123,3.5,1
Income quintile 2,HPIQ.SIQ2011,2016/7,2016Q3,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1119,4.5,1
Income quintile 3,HPIQ.SIQ3011,2016/7,2016Q3,disq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1113,4.5,0.9
Income quintile 4,HPIQ.SIQ4011,2016/7,2016Q3,disq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1119,4.2,0.5
Income quintile 5 (high),HPIQ.SIQ5011,2016/7,2016Q3,disq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,1129,5,0.9
Expenditure quintile 1 (low),HPIQ.SEQ1011,2016/7,2016Q3,expq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1126,4.6,0.6
Expenditure quintile 2,HPIQ.SEQ2011,2016/7,2016Q3,expq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1121,3.7,1.3
Expenditure quintile 3,HPIQ.SEQ3011,2016/7,2016Q3,expq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1107,4,0.6
Expenditure quintile 4,HPIQ.SEQ4011,2016/7,2016Q3,expq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1116,3.6,0.7
Expenditure quintile 5 (high),HPIQ.SEQ5011,2016/7,2016Q3,expq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,1132,5.7,0.9
M\u0101ori,HPIQ.SMAO011,2016/7,2016Q3,maori,1.1,Fruit and vegetables,Fruit & veg,subgroup,1128,4.9,0.7
Superannuitant,HPIQ.SSUP011,2016/7,2016Q3,super,1.1,Fruit and vegetables,Fruit & veg,subgroup,1115,3.8,0.3
All households,HPIQ.SALL012,2016/7,2016Q3,allhh,1.2,"Meat, poultry and fish",Meat,subgroup,983,-0.2,-1.7
Beneficiary,HPIQ.SBEN012,2016/7,2016Q3,benef,1.2,"Meat, poultry and fish",Meat,subgroup,981,-0.4,-2.1
Income quintile 1 (low),HPIQ.SIQ1012,2016/7,2016Q3,disq1,1.2,"Meat, poultry and fish",Meat,subgroup,985,-0.5,-2
Income quintile 2,HPIQ.SIQ2012,2016/7,2016Q3,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,981,-0.3,-1.6
Income quintile 3,HPIQ.SIQ3012,2016/7,2016Q3,disq3,1.2,"Meat, poultry and fish",Meat,subgroup,989,0,-1.4
Income quintile 4,HPIQ.SIQ4012,2016/7,2016Q3,disq4,1.2,"Meat, poultry and fish",Meat,subgroup,979,-0.1,-1.8
Income quintile 5 (high),HPIQ.SIQ5012,2016/7,2016Q3,disq5,1.2,"Meat, poultry and fish",Meat,subgroup,981,0.1,-1.5
Expenditure quintile 1 (low),HPIQ.SEQ1012,2016/7,2016Q3,expq1,1.2,"Meat, poultry and fish",Meat,subgroup,986,-0.4,-1.7
Expenditure quintile 2,HPIQ.SEQ2012,2016/7,2016Q3,expq2,1.2,"Meat, poultry and fish",Meat,subgroup,986,-0.1,-1.4
Expenditure quintile 3,HPIQ.SEQ3012,2016/7,2016Q3,expq3,1.2,"Meat, poultry and fish",Meat,subgroup,980,0,-1.8
Expenditure quintile 4,HPIQ.SEQ4012,2016/7,2016Q3,expq4,1.2,"Meat, poultry and fish",Meat,subgroup,986,-0.1,-1.5
Expenditure quintile 5 (high),HPIQ.SEQ5012,2016/7,2016Q3,expq5,1.2,"Meat, poultry and fish",Meat,subgroup,974,-0.2,-1.9
M\u0101ori,HPIQ.SMAO012,2016/7,2016Q3,maori,1.2,"Meat, poultry and fish",Meat,subgroup,989,0,-1.1
Superannuitant,HPIQ.SSUP012,2016/7,2016Q3,super,1.2,"Meat, poultry and fish",Meat,subgroup,991,0,-1.3
All households,HPIQ.SALL013,2016/7,2016Q3,allhh,1.3,Grocery food,Grocery food,subgroup,952,-0.7,-1.3
Beneficiary,HPIQ.SBEN013,2016/7,2016Q3,benef,1.3,Grocery food,Grocery food,subgroup,941,-0.4,-1.5
Income quintile 1 (low),HPIQ.SIQ1013,2016/7,2016Q3,disq1,1.3,Grocery food,Grocery food,subgroup,948,-0.5,-1.3
Income quintile 2,HPIQ.SIQ2013,2016/7,2016Q3,disq2,1.3,Grocery food,Grocery food,subgroup,949,-0.7,-1.4
Income quintile 3,HPIQ.SIQ3013,2016/7,2016Q3,disq3,1.3,Grocery food,Grocery food,subgroup,954,-0.7,-1.4
Income quintile 4,HPIQ.SIQ4013,2016/7,2016Q3,disq4,1.3,Grocery food,Grocery food,subgroup,956,-0.7,-1.3
Income quintile 5 (high),HPIQ.SIQ5013,2016/7,2016Q3,disq5,1.3,Grocery food,Grocery food,subgroup,959,-0.8,-1.4
Expenditure quintile 1 (low),HPIQ.SEQ1013,2016/7,2016Q3,expq1,1.3,Grocery food,Grocery food,subgroup,947,-0.6,-1.1
